"geneid","length"
"ABLIM2",71
"RCN2",108
"GTF3C2-AS1",119
"YBX1",106
"TRIP11",82
"SMIM10",107
"MIR4275",295
"PRTFDC1",105
"SNRPB2",100
"LINC01070",92
"KCNC4",110
"FAM92A",104
"S100A4",330
"SPACA4",110
"DIP2C",119
"VENTXP7",113
"LINC00395",148
"SLC16A4",107
"TRAF5",136
"TATDN3",321
"CACNA1D",141
"CLDN17",107
"LOC105371506",105
"ZNF160",160
"DAXX",81
"DPT",118
"TMED3",159
"MIR5591",82
"LOC645752",107
"TESMIN",107
"PRLR",132
"ADAM11",107
"EXOC3L1",107
"TREX2",111
"LCN9",78
"POLR2K",106
"MIR26B",112
"MCRIP1",269
"TESC",74
"COL6A3",75
"KLHDC7B",101
"L1CAM",126
"BMP6",107
"DOLK",113
"TMEM67",102
"LPAL2",102
"GID4",119
"ZNF492",102
"NHLRC4",113
"LGALS17A",109
"TSPAN19",312
"FST",107
"OSTF1",107
"MEGF11",114
"RBM7",117
"WFDC8",102
"TCEANC2",107
"MIR4654",108
"KDM1B",85
"MIR26A2",104
"ZNF692",98
"ADAM6",102
"RGS1",165
"LOC100506368",105
"ATP8B2",102
"LDLRAD3",141
"LPAR6",114
"LRP6",78
"EFHC1",107
"CCHCR1",320
"E2F8",81
"LPAR3",107
"FIZ1",102
"MIR3199-1",160
"TARDBP",107
"CHD7",104
"DPEP2",108
"SEC24D",96
"UPK3B",96
"MIR5689",107
"OR14C36",120
"CFHR1",94
"TPGS1",147
"RNF19B",100
"KALRN",82
"CDK20",110
"TGFB2",105
"FKBP1A",198
"RPS6KA2",107
"ESM1",301
"SH3BP5",68
"LINC00314",114
"POM121L12",82
"MIR5091",164
"MIR4262",102
"CDAN1",102
"MRPS2",130
"NECTIN1",91
"TBC1D12",107
"EIF2B2",82
"ANKRD10",118
"MRPL21",164
"HNRNPCL2",113
"PEX1",80
"OR1D5",119
"BMP8A",105
"C16orf96",136
"CADM2",102
"MTO1",104
"PRR5L",325
"FAM161A",106
"VRK3",113
"DNMT1",119
"HIST1H2BK",104
"LINC00656",108
"TMEM35B",106
"MAPK8IP3",102
"LOC102724421",73
"FAM198A",111
"AGAP2",290
"TCF4",107
"TLR8-AS1",110
"NCKAP5-AS1",103
"EIF5",162
"OR6N2",101
"C10orf90",109
"LOC102723833",89
"MIR3187",118
"BAIAP3",131
"L1TD1",107
"FAM129B",102
"LUC7L3",111
"TAF7L",107
"ZNF14",117
"SNORA64",107
"NRP1",304
"PITPNM1",139
"ZNF589",112
"CATSPER4",112
"DAW1",93
"LOC105378591",140
"FCRLA",107
"PRKCSH",315
"OR10Z1",105
"ARRDC3",104
"SLC15A1",119
"POTEF",104
"MIR6851",107
"NDUFS8",106
"ADCY2",106
"NEUROD1",113
"LGALS9C",113
"TRPA1",107
"NDUFAB1",121
"TAP2",107
"GGA1",109
"TCEAL3",96
"COA1",162
"SNORD20",105
"FAR2P2",136
"ETV3",144
"ACY3",102
"SGMS1",104
"SNORD19B",108
"LRIG2",303
"TMCO4",125
"SDR39U1",82
"FBXO39",119
"RGS9BP",115
"RPL31",72
"LINC02506",108
"SRSF4",165
"NMT2",154
"PROC",113
"LINC01040",325
"KPRP",107
"ONECUT3",144
"MIR30C1",107
"TACR2",116
"HS1BP3-IT1",164
"AGBL1",107
"ZC3HAV1",111
"POU6F2",107
"AUH",107
"CENPJ",104
"PSCA",161
"MIR6736",141
"LBHD1",119
"LAMTOR5-AS1",85
"SLU7",97
"PROK2",108
"P2RY13",330
"BCAS4",114
"PAX8",97
"SUN1",68
"KC6",117
"FOXO4",98
"CTAGE11P",113
"SLC26A8",109
"PHF6",143
"ATP1B3",104
"ADGRE1",102
"SHROOM1",132
"DUSP6",141
"MAPK1",96
"LOC100505915",72
"LOC101927120",103
"SKA2",112
"AP2S1",107
"C3orf20",127
"NUP43",74
"CXorf65",140
"PBDC1",104
"OR51A7",107
"IDH2",72
"GLT6D1",72
"CES2",103
"TIMM8B",164
"MIR6821",104
"MIR8084",120
"AKR7A3",101
"SLC4A5",97
"ASCL5",102
"CDK14",116
"DDX4",303
"WLS",107
"TRIM64B",323
"LINC00279",157
"PHEX",104
"WNT10A",107
"AQP4-AS1",143
"KDM8",111
"SNX6",107
"CELA3A",82
"LOC399815",114
"TAS2R10",130
"RDH14",103
"LOC100128076",102
"MIR4777",102
"DEFB106A",117
"SNORD54",113
"JMY",330
"PXDN",145
"TMPRSS11GP",116
"DUXA",72
"CYBB",119
"OR5AR1",107
"UNQ6494",122
"MIR4804",82
"NEUROG2",214
"ZNF48",84
"MAP2K1",82
"PEMT",95
"CTXN3",117
"COL15A1",107
"ZNF559-ZNF177",129
"GRHL1",110
"ZNF8-ERVK3-1",212
"TMEM94",117
"C1QTNF6",208
"TEKT1",109
"RFK",109
"RPS15",119
"ZNF84",119
"AVPR1B",306
"MFSD8",114
"MIR300",95
"KCNMB2",296
"CCDC107",108
"TRAF3IP3",107
"OLFM4",214
"NTRK3",92
"D2HGDH",109
"C17orf75",107
"TXNL4B",135
"FBL",97
"OTOGL",141
"JMJD6",104
"MZF1",115
"ITLN1",107
"CHL1",133
"MIR4325",107
"PPP1R1C",103
"ANKRD66",117
"LOC105372179",92
"BANCR",309
"DSG2",136
"CLEC1A",90
"FAM57B",93
"TSPAN17",132
"C6orf62",72
"LOC101928445",110
"LINC02333",120
"CD53",118
"DDX54",120
"LOC439933",99
"ITIH5",317
"COL4A4",101
"FGF14-AS1",318
"SH2B2",107
"UBR1",112
"PPP1R12B",113
"FABP4",139
"OR2S2",109
"FAM19A1",141
"LOC105370757",118
"ATG9B",106
"PNN",99
"BGLT3",106
"CNIH2",107
"FAM90A1",119
"ABHD14A",129
"PRRT3-AS1",97
"TPSAB1",104
"GSTO2",135
"GPR55",130
"SNORA36A",104
"ARPIN",132
"HOXA11",102
"PRDM4",132
"ZNF683",113
"GTF2IRD2B",96
"POLR1E",103
"TP73",118
"GNAS-AS1",82
"MIR1277",105
"CTNNAL1",72
"GTF2A1L",101
"SNORD64",146
"DCLK3",118
"PSMD2",158
"TMEM161A",301
"EXOSC10-AS1",101
"TMEM105",107
"TTC30A",78
"CDK9",102
"RAC3",80
"ACOX3",340
"UGT2B7",102
"PDCD6IP",134
"FAM201A",123
"MBD5",95
"TRIM39",118
"USP17L27",106
"FOXC2-AS1",136
"MAGOH2P",107
"KDF1",115
"EEF2KMT",114
"AGRP",113
"TIMM21",301
"CNOT9",102
"SNORD32B",133
"MIR194-1",152
"LOC101928748",135
"PTTG1IP",123
"RTP4",108
"FXN",96
"GALNT9",109
"WBP11",107
"ACE2",97
"NSMCE3",89
"AASDH",72
"HIST1H1E",164
"EEF2",107
"PWAR5",104
"ISM1-AS1",315
"GAPLINC",102
"DNAJC5B",102
"C16orf86",99
"ATP6V1E2",75
"SLC26A2",142
"MIR370",102
"EXOC8",169
"PSMB3",104
"PNO1",318
"MATN3",306
"LOC100133077",101
"SNORD101",112
"HIST1H2AK",119
"KCNK18",107
"KMT5A",80
"PRKCG",117
"LINC02601",118
"OR5B12",110
"CD247",107
"MIR320A",341
"ANXA5",109
"C4orf45",105
"DEFB135",141
"LRFN5",142
"ZNF398",141
"TBX20",107
"MIR95",309
"SNORD15B",107
"ZNF175",163
"NKX2-5",108
"RPLP0P2",141
"KRTAP10-2",119
"LINC01428",109
"GIN1",107
"ABI2",102
"TPRG1-AS2",113
"MFSD3",141
"PLD4",95
"LINC00265",76
"KRT18",112
"TTC3",94
"SNORD115-25",305
"ADPGK",110
"CSMD2-AS1",107
"XIRP2",135
"CCDC15",94
"LOC101929224",135
"MAP3K5",95
"MS4A18",107
"LRRC32",107
"SEC63",156
"LINC01588",130
"PPAT",103
"SCN3A",102
"ZNF668",319
"PRSS40A",70
"GDAP2",112
"PVRIG",99
"SPHK2",75
"CYP4A22",214
"ZNF107",84
"USP17L21",102
"WDR38",81
"ERMN",102
"MIR4307",102
"PHF20",295
"MIR4464",104
"SNRK",70
"KRTAP10-4",117
"MYLK3",118
"CEP89",162
"IDO1",72
"AK1",128
"ZCCHC2",120
"S100A7",108
"CASP5",113
"KIAA1549L",107
"SCML2",75
"SNORD58B",107
"SNORD4B",120
"DEFB1",340
"NELFB",94
"HLCS",92
"LSM10",107
"CCT6B",136
"ZNF76",117
"GALNT12",140
"LINC00469",120
"ANO4",167
"SPRR2B",79
"EIF1B",108
"GCSAML",107
"GPHA2",107
"FBXW12",106
"KRTAP19-1",114
"CBWD1",107
"CRELD1",67
"ARHGEF11",113
"LOC100129434",307
"KCNJ8",107
"PIGV",126
"COL2A1",100
"VTN",104
"RIOK1",137
"PPIP5K2",97
"HNRNPD",105
"CEACAM3",93
"GRINA",107
"SMIM23",300
"EXOC7",76
"HIF1A",102
"SNORD124",102
"LINC01048",101
"COPS6",115
"SRGAP2-AS1",119
"C3orf62",299
"ABCD2",301
"METTL1",101
"ENPP1",108
"CCR1",120
"PABPC1L",107
"LOC283038",141
"MIR548H2",134
"LRBA",135
"TULP4",136
"MDGA2",134
"EXOC3",116
"LINC01781",103
"LYZL2",106
"ZNF274",201
"CRIP2",96
"MEFV",91
"SLC38A10",139
"NKIRAS2",92
"RAB11A",64
"YY1AP1",107
"LIN52",107
"HPS4",130
"HNMT",107
"ZNF45",82
"CLCA2",75
"MIR7157",94
"EVA1A",102
"PI4KB",69
"HINT1",95
"FLJ46284",107
"PFDN5",107
"RPL3",103
"DNAJC22",111
"KIF20B",124
"APTX",102
"CRISP2",94
"PARD3",102
"MTMR2",329
"EFEMP1",84
"TMED10",112
"SEC31A",70
"ZBTB34",101
"VAV1",102
"LCE3D",117
"KRTAP4-11",108
"UCN",316
"ATP6V1G3",127
"C19orf84",72
"ANAPC2",105
"LINC00678",328
"LINC01107",82
"PSTPIP1",107
"TMEM164",165
"C6orf201",330
"MIR6780A",101
"BAIAP2L2",111
"METAP1D",104
"LINC00173",107
"LINC01094",165
"S100A7L2",119
"TFDP2",119
"ARHGAP25",118
"IMPDH1",113
"C11orf45",96
"OXCT1-AS1",126
"TMEM268",115
"MIR4488",81
"DAPL1",132
"MAP3K1",132
"LOC102723385",72
"TMEM200A",104
"GPATCH4",102
"LINC01133",128
"THPO",102
"GNB2",109
"ZGRF1",103
"SLC1A1",150
"COLCA2",293
"LINC00269",114
"FAM171A2",82
"NUDT21",153
"ZFP14",102
"MRPL27",102
"ADGRE5",111
"B3GNT3",103
"APBB2",82
"SNORA71E",182
"CYP8B1",132
"LINC02288",165
"RBFA",97
"LUADT1",92
"USP11",102
"WFDC13",108
"GAB1",105
"RPL8",102
"ZNF667",102
"CAPN10",76
"MRPL15",107
"DSG4",104
"ARHGAP29",101
"ATG4A",109
"RAP1GDS1",107
"URGCP-MRPS24",70
"UBE2W",98
"MITF",102
"FAM149B1",102
"LINC00261",122
"JCAD",120
"LOC101927418",113
"SPATA48",108
"GOLGA6B",72
"SLC7A1",104
"PSPH",106
"DISP3",110
"PMF1",109
"ZBTB10",283
"LOC100288637",134
"LOC101929551",119
"TGFBR3",109
"MIR378D1",138
"MIR551A",107
"DDX41",102
"SEC14L3",103
"TMEM259",113
"TTC13",107
"LINC01426",107
"SNORD115-7",101
"STX5",99
"TMEM214",118
"UMODL1-AS1",64
"LINC01179",107
"BEAN1",104
"MIR3651",109
"IFNLR1",139
"LINC01449",89
"LOC101928661",106
"LINC02035",107
"KCNT1",95
"LYL1",165
"ZNF460",102
"RBM24",113
"PCCB",72
"ARMC1",102
"CLEC4G",112
"DAPK1",119
"MIR624",104
"CLCNKA",93
"ADAMTS9-AS2",132
"CEACAM4",107
"FNIP1",117
"CD38",118
"EIF3K",166
"CTRB1",96
"RASSF7",105
"ZNF418",152
"TCF24",116
"FGF11",109
"CRYAB",102
"MIR3670-1",147
"ECHDC1",105
"CEMIP",104
"MIR1183",135
"EXOC6",82
"CDC25B",129
"LINC02052",114
"SSR2",69
"RRP1",119
"SLC22A18AS",102
"ZNF22",331
"MIR548AC",160
"TTI2",92
"ZNF214",101
"S1PR4",107
"SSPO",102
"NSUN3",176
"LINC01611",126
"DEFB109B",328
"SYAP1",113
"PDIA3P1",112
"ZNF721",128
"SENP6",103
"SCRT2",106
"FLJ42102",133
"MIR4771-1",227
"MIR183",106
"SUGT1",105
"OR6Q1",107
"KIAA1614",303
"SNORA37",104
"C12orf77",104
"GJA3",119
"LOC100996419",116
"C8orf82",112
"SLC7A4",88
"EXOC6B",92
"FCGBP",112
"LINC01254",119
"OR6A2",103
"ARAP2",305
"ARL8A",82
"MDC1-AS1",109
"ARCN1",120
"RBMX",98
"SELENOH",212
"RPLP0",135
"BAG5",75
"ANKRD13A",101
"RBM28",103
"KRTAP12-1",77
"LRRC27",102
"LINC02270",98
"DLL4",114
"HP",134
"ZNF767P",107
"ATG9A",130
"ZCCHC9",72
"ODAM",107
"GTF2E1",102
"LOC101929470",104
"RAB2B",107
"XPOT",96
"ZDHHC24",107
"GIF",102
"KCNT2",108
"STX1B",163
"MIR3177",73
"OLFML2B",164
"MIR4667",111
"ZNF396",119
"NAGPA-AS1",123
"ABHD11-AS1",107
"LRRC66",116
"CPLANE2",98
"MIR4731",120
"TRMT11",70
"SMYD3",108
"TMED9",107
"LOC101929148",141
"UBB",102
"KRBOX1",135
"MUC6",361
"LOC100240728",113
"MIR5695",164
"C19orf73",107
"LMLN",310
"USP39",102
"FAM110C",98
"KRT27",109
"TMEM220",107
"TMEM52B",355
"MIR3976HG",99
"LOC105376480",153
"SH3BGRL2",102
"UGGT2",82
"TRPC5OS",151
"CAPG",128
"MIR1256",134
"ETS1-AS1",158
"ANKRD61",102
"MIR4774",117
"SLC24A5",120
"LINC00871",117
"RAB3B",110
"RIMS3",135
"C2orf73",317
"SUGCT",307
"OGFOD2",109
"CCDC184",113
"ROPN1L",70
"MIR374C",101
"TAS2R40",330
"P4HA2-AS1",102
"C17orf80",156
"LOC158434",102
"WDR86-AS1",109
"CASP8",102
"BCCIP",101
"ELOVL4",319
"LINC01151",113
"MIR188",115
"MIR526B",106
"LIMS3",107
"MIR6813",107
"TAF7",182
"BDH2",109
"SPATA3-AS1",103
"MTHFR",107
"SLC35G1",137
"USH1G",117
"SLCO4A1",69
"MEAF6",96
"MIR4635",115
"ADPRM",107
"NR1I3",123
"TMEM174",108
"APBA1",113
"ANO10",141
"NECAP1",102
"TCTA",103
"GALR3",151
"MCM2",127
"TPI1",331
"PCGEM1",119
"CAMK2N1",101
"FAM184A",104
"LINC00677",90
"ZNF350-AS1",107
"SEC62",102
"LY9",103
"CLNK",101
"HES4",104
"SDR16C6P",92
"LOC100505938",82
"MRPL20-AS1",117
"CD72",71
"ZNF57",108
"CHMP1A",335
"ALDH1A2",106
"PMS2P4",108
"LINC01927",89
"BRIX1",134
"SLC6A16",119
"LINC01352",113
"NCBP3",102
"RNF8",119
"IGFL1",111
"CCL2",72
"VDAC2",106
"LINC00601",111
"RHBDD2",107
"FGD6",102
"HDHD3",134
"MROH8",141
"TPMT",114
"PINK1",78
"C1orf131",85
"ANKRD18DP",73
"SLC2A4RG",98
"MBD3L5",83
"CNNM3",566
"FTX",1110
"UBE2V1",770
"ACOX2",806
"TOMM7",957
"TMED1",282
"ZNF793",1141
"MITD1",594
"SNORD116-18",719
"SNORD62A",624
"CTB-178M22.2",7205
"MEIS2",916
"CCDC192",2080
"TBC1D3F",2470
"FAM192A",2366
"DMBT1",990
"PRPF19",995
"FAM3D",410
"WDR70",1089
"MIR520E",1096
"PCYOX1",2205
"GCHFR",1416
"KANSL1L",1077
"PSEN2",510
"MIR548I4",477
"FBN1",913
"GALNS",298
"CCDC151",1090
"DDX60L",1453
"SMIM29",333
"RND1",575
"LINC01934",1422
"MCCD1",281
"STAT3",781
"GNB4",872
"SNORD114-26",1771
"RNF144B",340
"KRTAP5-2",467
"KCND2",573
"MRPL16",9488
"MIR6870",880
"MIR3179-4",937
"SLC37A3",727
"RBM12B",778
"ZNF576",517
"MIR320C1",4982
"MIB1",2303
"SNORD32A",573
"NPFFR1",910
"TMEM134",1951
"C6orf106",862
"UBE2O",4422
"CERS5",932
"KRTAP10-7",452
"SNORD116-29",298
"MCCC2",933
"MACROD2-IT1",2284
"TENT4B",542
"CDC42BPA",629
"ING4",1129
"PRDM6",823
"LINC01398",333
"INPP5B",1553
"FTHL17",2257
"IL1R1",1641
"EGFL6",1605
"MIR346",910
"ZBTB46",2046
"LINC01305",431
"CSTA",732
"KRT40",3861
"MCF2L2",948
"SAAL1",939
"SCML4",1080
"SENP2",8607
"ACSF3",4864
"HOXC13",7661
"C5orf66-AS1",641
"GPS1",7791
"MBD3L4",2557
"VTI1B",7697
"KREMEN1",5192
"CCNO",3788
"MIR3152",1004
"FKBP9P1",16425
"SEPT2",11465
"PHYH",859
"UCP1",3174
"GFOD1",1486
"ANXA3",611
"ARL3",6320
"MYOM1",740
"DCLRE1B",2500
"IQUB",916
"GSN-AS1",4624
"PRR22",1088
"FAM71E1",2282
"TMEM202",1204
"LRIG1",2883
"OR9A2",670
"FUT10",996
"GPR158",947
"CYP4F62P",795
"LINC01465",1709
"TSEN2",3128
"RNF6",2543
"RASL10A",3384
"NBPF9",275
"RPS6",1230
"CYC1",1229
"ENTPD1",523
"PFN2",734
"ARF4-AS1",2492
"GPR4",4225
"SGTA",596
"ZNF460-AS1",2130
"YAP1",10010
"GDE1",3311
"MAP4K5",2622
"LINC01664",1785
"FUCA1",2347
"RPL39L",2860
"SEPT10",1656
"LINC00658",549
"TAF9",3196
"LOC105371789",411
"RAVER2",580
"ARMC2",2594
"C20orf203",2354
"PIP5K1A",1656
"CREB3L4",1120
"SPATA32",2443
"SH3D21",1118
"LINC02516",2336
"DEF8",386
"TTF1",2458
"SLC22A12",8162
"DNAJC21",1225
"CRYGB",2884
"MARK1",2794
"FOXP4",9007
"CEP85L",4172
"LIPK",2837
"GNRHR",5256
"MIR31HG",5997
"C9orf43",1864
"ZNF841",491
"HOXA-AS3",2550
"PRAMEF27",608
"PLIN2",3410
"TMEM243",1467
"MRPS12",1018
"ARMCX6",679
"LINC01251",1061
"LINC00376",1567
"ATP5MC1",1276
"POTEH-AS1",691
"FIG4",3008
"SPTSSA",1281
"SYVN1",1208
"KRT18P55",3455
"IL23R",1265
"SF3B2",1790
"LOC101929116",5022
"IRF4",5704
"KIFC2",518
"AQP12B",1854
"ACAT1",1124
"PGAP1",2375
"ZNF664",3373
"CD300C",2864
"MIR1323",2387
"PLEKHM1P1",4694
"LOC645513",3014
"OR52N5",3038
"THSD7B",2651
"OR6F1",1105
"ATP6V1C1",1526
"STXBP6",1972
"ZNF358",336
"MIR199B",548
"QRFPR",1197
"PGBD2",1230
"IQCA1",4528
"PPIH",3019
"CXorf49",223
"SUN5",3177
"RAB34",2244
"CRNN",1922
"XPO5",2121
"LAMP5",1075
"LINC01219",13171
"USH1C",2288
"CCDC9B",2398
"CHMP3",1168
"EHMT2",6117
"ZNF577",1375
"PCLO",1162
"PITHD1",8930
"CFTR",1560
"SIPA1L3",1617
"USP42",554
"DDX55",4689
"CIAO3",3393
"COMMD7",4617
"FAM122B",537
"HK2",1225
"SEC22A",6939
"POLRMT",2112
"MAPKAP1",2044
"TRMT2A",13416
"ADO",1742
"SOS2",3851
"GGN",8137
"FCRL4",17702
"RPS6KL1",4501
"RAB11FIP1",7322
"CIDECP1",790
"CAPN7",4309
"CCP110",769
"CFHR5",3160
"P2RY6",3056
"LOC101928651",5436
"BFSP2-AS1",4123
"SYNE4",1128
"SUPT20H",2387
"ECHS1",2271
"TRPC5",1956
"USP32",1968
"ZNF519",7158
"CRAT37",4561
"LRRC8D",3979
"SCN2B",4506
"LOC101927690",1734
"LINC00350",10340
"GFRA1",1121
"MTHFD1",1737
"TEX13B",2135
"LMO7-AS1",498
"LIX1",1434
"DPYD-AS1",498
"NEB",3664
"GATA1",11893
"SH3RF3",3515
"LINC01856",2953
"DMRT3",1818
"ARL6IP5",1171
"NHSL1",3920
"SEPT7",1600
"GRIN3A",4032
"MRPS26",1108
"KITLG",6740
"CDS1",590
"CXCL5",4012
"MIR152",881
"TMEM19",7337
"KMT5B",2534
"CD99",1951
"QRFP",7156
"KIRREL3",2006
"EVPL",6390
"SEMA6A-AS1",5560
"SCMH1",1707
"LIMD1",2934
"VOPP1",2602
"GNL3",759
"DGCR8",4402
"LINC00648",4678
"PRDX1",1280
"APOF",1468
"PEX5L-AS2",6653
"FAM162B",968
"ROBO3",2474
"LINC01289",1107
"TRG-AS1",9748
"CCDC60",4344
"UCA1",2077
"DNAJC27-AS1",1178
"SHISAL1",3709
"LINC02492",2456
"NPPA",4261
"LINC01300",1345
"PRKAB1",3663
"SNORD105",5117
"COQ5",601
"FOXG1",2060
"ATP6V1FNB",1971
"LHFPL3-AS1",3954
"LOC100506688",1303
"LAMB4",1805
"RTN3",2483
"XXYLT1",5565
"ETV1",1154
"TUBE1",2719
"GXYLT1",1873
"NRXN3",4676
"FUT7",1316
"MBD1",2149
"LIN9",1875
"ISL1",873
"MIR3137",2509
"GNAL",7289
"CCSER2",1071
"CABP1",5874
"NPC1L1",3144
"RABGGTB",1414
"MIR7977",3369
"INPP1",4822
"ACSL6",1801
"MAGEB5",2521
"MAK16",2483
"ZNF787",2544
"LINC02145",1077
"MARVELD3",870
"LINC01356",6081
"MBTPS1",3638
"INPP4A",1688
"LINC01019",2130
"SH3YL1",114
"GALT",1786
"ZNF716",24256
"TG",6234
"JUNB",1817
"CMYA5",2937
"LINC02254",1103
"LOC100420587",2332
"NAPRT",920
"P3H2-AS1",4153
"GOLT1A",2621
"TATDN2",775
"LCE6A",2688
"DAZL",2933
"PIWIL4",1002
"C7orf77",3528
"CHRNB4",2475
"MIR3180-5",8503
"HSPA13",1660
"HOXA3",3239
"SRP54",2163
"STARD5",2691
"LIG1",1359
"MIR4509-1",755
"RPS20",2213
"CCAT2",5310
"ECEL1",559
"SNX4",9115
"ATP5ME",1075
"VN1R1",1276
"CA3-AS1",1212
"PLCXD1",1597
"FSIP2-AS2",1578
"ATP2B3",1233
"MYCBP",2301
"ARL1",2281
"USP17L17",1779
"PLPP4",1960
"PLEKHM3",1863
"TMED7-TICAM2",1660
"PARK7",955
"DZIP1L",12600
"LINC01736",2798
"TEX47",1575
"TOMM20L",4709
"PAQR7",2386
"GJB1",2523
"MIR3141",2507
"MIR4693",593
"SHROOM4",2609
"TBX10",2881
"POLR2J3",1892
"SNORA29",5086
"RIPPLY1",1150
"FGF12-AS1",2552
"SLC25A1",5781
"UBFD1",1140
"CCDC160",3793
"DNAJB8-AS1",547
"HTR3A",630
"MOG",212
"C1QTNF12",353
"HYAL4",4008
"HIST3H2A",2118
"PIPOX",1888
"SLC35F3",5215
"LINC00689",1523
"DIO3",1248
"LNCAROD",4523
"UTP25",4281
"FCAR",3736
"ANKRD54",9122
"MIR5087",3432
"UNK",1817
"SAP30L-AS1",2100
"MAPT-IT1",3295
"NTN4",8646
"MIR7978",2975
"TMPRSS6",648
"PRR20B",4226
"LOC102724301",2562
"DHRS1",5281
"SVIL-AS1",2515
"KIF5C",4891
"CDRT15P2",1299
"TFE3",3546
"ATP13A1",2497
"SDCBP",3535
"HIST1H1D",2206
"KCTD7",2538
"KCNJ1",549
"MLLT1",1946
"SLCO1A2",17538
"RTKN2",6142
"DEFB131A",700
"PCDHA9",5990
"GNPTAB",1763
"CD3EAP",6030
"LINC02028",336
"NUDT1",485
"KIF5B",4342
"SCHLAP1",2149
"TDRD3",821
"RANBP6",15452
"STS",348
"OR6T1",1653
"MISP3",3196
"FABP5P3",1584
"UGT1A10",320
"FRG2EP",785
"MIR409",3284
"TSPEAR-AS2",444
"TNFSF18",1157
"APOC2",1525
"LINC02261",1563
"BAIAP2",288
"MAN2B1",904
"OR1A2",5737
"TEX36-AS1",4285
"ATF2",8470
"SIX3",3801
"XCL1",614
"UCMA",4533
"TUBB2B",2349
"SH2D1B",1260
"PAPSS2",3708
"ADGRL3",2864
"SENP1",966
"NFATC3",879
"SERPINA12",1024
"IQCF1",1272
"PRKDC",936
"MIR509-1",1273
"WASIR2",1007
"RAD18",1028
"MIR4755",1191
"LRRC8A",9862
"TCIM",466
"RTL5",991
"RBFADN",1279
"SSC4D",7986
"RAD21L1",534
"ITGB8",709
"MRM2",7781
"CCDC7",3819
"HAMP",1925
"PRR20C",2780
"CST9L",10993
"RLBP1",2999
"PPP1R14A",348
"PRKAR2A",655
"CAVIN2",3109
"PRPSAP2",284
"NR4A2",2586
"PER2",2397
"SLC2A8",386
"RNF223",1818
"OR2A25",4176
"E2F5",227
"PATE3",2709
"LYPD6",342
"SRFBP1",997
"PTPN9",2500
"KANSL3",291
"RAB30",1659
"SYF2",1344
"TNFAIP1",2022
"FSTL1",303
"TRIO",4408
"MIR3130-1",13933
"TSPAN32",10439
"MAFTRR",4354
"LOC728095",1995
"MIR548L",5506
"SLC34A1",9605
"MIR1246",2753
"BUD23",4503
"OTX1",3847
"CEP68",2426
"LOC101927358",3725
"SLC39A14",765
"FNDC8",992
"SRL",2536
"LPIN1",1161
"LAPTM4A",1515
"LINC01044",408
"LINC01201",2225
"SETD5",90
"RAB12",1670
"HPN-AS1",2299
"THOC3",532
"CIAO2B",841
"H3F3B",891
"EPN2-AS1",937
"LINC02227",1847
"FANCD2OS",1847
"MOXD2P",3454
"HEG1",2398
"C11orf94",5666
"CHD4",747
"PPP3CB-AS1",3761
"FLJ42351",3941
"MCUB",935
"LINC01050",3291
"SDHAF4",2501
"URAD",4678
"ATP8B5P",6726
"ATF7",3687
"NPBWR2",1347
"HIST2H3A",2219
"ZNF506",2302
"SERPINI2",3096
"FAM131C",6252
"HACD4",4532
"SLC44A1",2456
"LOC101559451",10075
"SNORA49",5482
"OR5M9",5788
"APOBEC1",7114
"WNT9A",13440
"ZNF740",6054
"SQLE",5595
"CCNE1",477
"RSPH9",8080
"LOC100506497",946
"HNRNPA0",1289
"SLFN12L",162
"MIR3680-2",2081
"RNF123",930
"FNDC5",1439
"CHMP2A",7975
"UTY",1875
"LOC100288208",2412
"AVP",1326
"PAX7",1812
"SNORD114-23",1314
"TEFM",1403
"ETV7",987
"TMEM79",936
"LOC101928535",2366
"IGSF1",3616
"SNORD68",13728
"MEPCE",1462
"ADIPOQ-AS1",819
"CD28",4811
"ITIH4",4131
"GTPBP4",10626
"TBXA2R",686
"CDK17",7109
"TMTC2",795
"ANKRD50",1244
"OR4C45",6015
"INTU",1222
"UPF2",4038
"NEURL4",3162
"MIR766",1380
"RMRP",2103
"VARS",2228
"ASIP",192
"ZNF451-AS1",649
"SNORD114-11",4225
"UBAC2-AS1",2074
"LINC00924",492
"KRTAP3-3",1867
"PDE6A",1366
"MAPKAPK5",6724
"SFXN2",1117
"SERPINA7",1411
"SMIM19",1845
"CCDC121",435
"ARHGEF6",7056
"SEC14L1P1",891
"LINC02346",6294
"LOC101928557",1306
"DENND6A",497
"SEMA3C",10216
"CAPN9",3730
"RSU1P2",2990
"GFER",3436
"IL20RB",6340
"ANXA4",2625
"RNY4",1853
"TBC1D9B",3710
"BPY2C",3532
"HS3ST3B1",3569
"PRRT2",2072
"SNAPC5",954
"SNTB2",3582
"LINC02101",2989
"LINC01215",744
"PIGN",7425
"CCL23",8362
"MAD2L1BP",416
"MIR518A2",17130
"MS4A6E",2105
"GJA9-MYCBP",2109
"TGIF1",686
"C1orf74",5595
"OR8J1",4254
"ACADM",1388
"SLC39A5",1961
"MIR4452",2964
"CYB561A3",934
"MIR1-1HG",3396
"MIR8073",2998
"LACC1",939
"OR4C11",1076
"LBX2-AS1",936
"LRRK2",1064
"CDH26",892
"NHEJ1",2906
"COX16",2860
"LINC01692",8659
"PLGLB1",7245
"SNX3",2897
"ANXA2P2",9066
"NOS1",723
"DNAJC15",2952
"GBAP1",174
